,Unnamed: 0,id,x,y,date,R1dmed,R1dmean,R1error,R2error,sunrise,sunrise.hours,sunset,sunset.hours,diel,revisits,day,avg_distance
0,1,Bertha,143.64712679975906,-38.489559703009256,16/08/2021 16:00,302.1048855,450.0133623,False,False,16/08/2021 7:11,8.815555556,16/08/2021 17:50,-1.838055556,day,13,16-Aug-2021,200.97573803891268
1,2,Bertha,143.64788360039464,-38.48784970373783,16/08/2021 17:00,265.6691852,523.053905,False,False,16/08/2021 7:11,9.815555556,16/08/2021 17:50,-0.838055556,day,6,16-Aug-2021,57.908492809009914
2,3,Bertha,143.6500446996012,-38.48906180201918,16/08/2021 21:00,41.96617478,306.4516246,False,False,16/08/2021 7:11,-10.18444444,16/08/2021 17:50,3.161944444,night,33,16-Aug-2021,85.92300631703937
3,4,Bertha,143.6506859002905,-38.488474295039325,16/08/2021 22:00,64.31885963,348.3390058,False,False,16/08/2021 7:11,-9.184444444,16/08/2021 17:50,4.161944444,night,12,16-Aug-2021,152.16143217309738
4,5,Bertha,143.65000179988837,-38.487213398655925,16/08/2021 23:00,141.8779392,499.1547438,False,False,16/08/2021 7:11,-8.184444444,16/08/2021 17:50,5.161944444,night,6,16-Aug-2021,2.2119163919797398
5,6,Bertha,143.65009360017487,-38.48728210249509,17/08/2021 4:00,134.7762651,489.582311,False,False,17/08/2021 7:09,-3.163055556,17/08/2021 17:51,-13.8525,night,4,17-Aug-2021,7.758555811369802
6,7,Bertha,143.65012020007424,-38.487348795621784,17/08/2021 5:00,190.4506821,481.8241315,False,False,17/08/2021 7:09,-2.163055556,17/08/2021 17:51,-12.8525,night,3,17-Aug-2021,251.32834805679343
7,8,Bertha,143.6503635996757,-38.48960480138532,17/08/2021 6:00,31.7301,240.1116269,False,False,17/08/2021 7:09,-1.163055556,17/08/2021 17:51,-11.8525,night,25,17-Aug-2021,327.2349761174743
8,9,Bertha,143.65134270032502,-38.492450503394224,17/08/2021 7:00,41.5131,172.3833508,False,False,17/08/2021 7:09,-0.163055556,17/08/2021 17:51,-10.8525,night,20,17-Aug-2021,5.712558393215882
9,10,Bertha,143.65139860006266,-38.492477303112885,17/08/2021 8:00,46.3034,159.4605867,False,False,17/08/2021 7:09,0.836944444,17/08/2021 17:51,-9.8525,day,22,17-Aug-2021,28.634822950918245
10,11,Bertha,143.65115330023858,-38.492648696705764,17/08/2021 9:00,12.981,153.9732787,False,False,17/08/2021 7:09,1.836944444,17/08/2021 17:51,-8.8525,day,24,17-Aug-2021,30.727916079292765
11,12,Bertha,143.64970190017598,-38.4934325964349,17/08/2021 14:00,168.5814421,247.1973863,False,False,17/08/2021 7:09,6.836944444,17/08/2021 17:51,-3.8525,day,6,17-Aug-2021,37.42770295983926
12,13,Bertha,143.651298600504,-38.49293839997572,17/08/2021 18:00,32.5577747,143.9876522,False,False,17/08/2021 7:09,10.83694444,17/08/2021 17:51,0.1475,night,42,17-Aug-2021,20.903187639310104
13,14,Bertha,143.6513030002666,-38.49256180158962,17/08/2021 20:00,41.787,82.40960903,False,False,17/08/2021 7:09,-11.16305556,17/08/2021 17:51,2.1475,night,24,17-Aug-2021,113.83386648185412
14,15,Bertha,143.64999820003288,-38.4925578966908,17/08/2021 21:00,121.0878883,101.0419816,False,False,17/08/2021 7:09,-10.16305556,17/08/2021 17:51,3.1475,night,8,17-Aug-2021,96.69931671289129
15,16,Bertha,143.65495739992454,-38.49604049550683,18/08/2021 3:00,469.6541756,522.712761,False,False,18/08/2021 7:08,-4.141388889,18/08/2021 17:52,-14.86722222,night,21,18-Aug-2021,145.18203034345396
16,17,Bertha,143.6534922002993,-38.495420303786936,18/08/2021 4:00,335.5352837,365.4744294,False,False,18/08/2021 7:08,-3.141388889,18/08/2021 17:52,-13.86722222,night,36,18-Aug-2021,225.88711462951943
17,18,Bertha,143.652916100303,-38.49343639930364,18/08/2021 5:00,151.5933277,158.7758366,False,False,18/08/2021 7:08,-2.141388889,18/08/2021 17:52,-12.86722222,night,28,18-Aug-2021,165.92591628655876
18,19,Bertha,143.651018599473,-38.49353839872653,18/08/2021 6:00,82.23486127,63.21816019,False,False,18/08/2021 7:08,-1.141388889,18/08/2021 17:52,-11.86722222,night,31,18-Aug-2021,162.60747865535407
19,20,Bertha,143.64935409968624,-38.49287920367482,18/08/2021 7:00,173.0940285,174.6330182,False,False,18/08/2021 7:08,-0.141388889,18/08/2021 17:52,-10.86722222,night,3,18-Aug-2021,205.45519463088928
20,21,Bertha,143.6515601994477,-38.492231499952574,18/08/2021 8:00,87.25036586,96.67954607,False,False,18/08/2021 7:08,0.858611111,18/08/2021 17:52,-9.867222222,day,19,18-Aug-2021,72.10719984392355
21,22,Bertha,143.65074240036301,-38.49213739924738,18/08/2021 9:00,92.62417745,127.9797661,False,False,18/08/2021 7:08,1.858611111,18/08/2021 17:52,-8.867222222,day,10,18-Aug-2021,132.36326683700503
22,23,Bertha,143.64795470036552,-38.493079303310424,18/08/2021 11:00,299.6889081,306.4658738,False,False,18/08/2021 7:08,3.858611111,18/08/2021 17:52,-6.867222222,day,4,18-Aug-2021,299.61170916040106
23,24,Bertha,143.65131359960233,-38.4925168991766,18/08/2021 12:00,0.449,82.94493777,False,False,18/08/2021 7:08,4.858611111,18/08/2021 17:52,-5.867222222,day,24,18-Aug-2021,1.0025665273292075
24,25,Bertha,143.65134649950485,-38.492508801802586,18/08/2021 15:00,2.8957,109.4718809,False,False,18/08/2021 7:08,7.858611111,18/08/2021 17:52,-2.867222222,day,23,18-Aug-2021,8.833241965334508
25,26,Bertha,143.6512454999287,-38.492514396288804,18/08/2021 16:00,5.9322,92.89670624,False,False,18/08/2021 7:08,8.858611111,18/08/2021 17:52,-1.867222222,day,23,18-Aug-2021,61.4289375725556
26,27,Bertha,143.6516585005649,-38.49206620192188,18/08/2021 17:00,56.88554618,124.5355182,False,False,18/08/2021 7:08,9.858611111,18/08/2021 17:52,-0.867222222,day,7,18-Aug-2021,122.05915896408908
27,28,Bertha,143.65305480003065,-38.49199689891687,18/08/2021 18:00,151.4315188,187.2920795,False,False,18/08/2021 7:08,10.85861111,18/08/2021 17:52,0.132777778,night,3,18-Aug-2021,117.51727241081585
28,29,Bertha,143.6511351998921,-38.49348249989702,18/08/2021 20:00,41.0571,51.01597079,False,False,18/08/2021 7:08,-11.14138889,18/08/2021 17:52,2.132777778,night,35,18-Aug-2021,53.400773108477416
29,30,Bertha,143.65288719997386,-38.49482670311532,19/08/2021 0:00,199.951262,196.3541228,False,False,19/08/2021 7:07,-7.119444444,19/08/2021 17:52,-17.88166667,night,22,19-Aug-2021,124.40843652387576
30,31,Bertha,143.65163550040188,-38.49428970229389,19/08/2021 1:00,105.8933668,101.7672592,False,False,19/08/2021 7:07,-6.119444444,19/08/2021 17:52,-16.88166667,night,21,19-Aug-2021,130.8671312256779
31,32,Bertha,143.65269509980973,-38.493455202508514,19/08/2021 2:00,86.23031054,70.7301674,False,False,19/08/2021 7:07,-5.119444444,19/08/2021 17:52,-15.88166667,night,33,19-Aug-2021,29.222728525235066
32,33,Bertha,143.65171389976527,-38.49328469558594,19/08/2021 5:00,8.672506688,43.31293964,False,False,19/08/2021 7:07,-2.119444444,19/08/2021 17:52,-12.88166667,night,60,19-Aug-2021,4.565173388559593
33,34,Bertha,143.65179539957816,-38.4933362961333,19/08/2021 7:00,3.920208586,42.97426333,False,False,19/08/2021 7:07,-0.119444444,19/08/2021 17:52,-10.88166667,night,62,19-Aug-2021,12.166655560099702
34,35,Bertha,143.6517148998895,-38.49324679510903,19/08/2021 8:00,10.8711464,61.71317917,False,False,19/08/2021 7:07,0.880555556,19/08/2021 17:52,-9.881666667,day,58,19-Aug-2021,18.625005115929213
35,36,Bertha,143.65187340029385,-38.493359198130655,19/08/2021 9:00,9.921383331,49.27804371,False,False,19/08/2021 7:07,1.880555556,19/08/2021 17:52,-8.881666667,day,61,19-Aug-2021,46.55425271814729
36,37,Bertha,143.65167590003756,-38.49374880291617,19/08/2021 10:00,49.21439916,31.98871712,False,False,19/08/2021 7:07,2.880555556,19/08/2021 17:52,-7.881666667,day,59,19-Aug-2021,105.32629928457584
37,38,Bertha,143.6522435996047,-38.49458619960954,19/08/2021 11:00,147.7102686,85.76546754,False,False,19/08/2021 7:07,3.880555556,19/08/2021 17:52,-6.881666667,day,10,19-Aug-2021,147.6720482778231
38,39,Bertha,143.651762300064,-38.493310800066666,19/08/2021 12:00,2.913,58.75692437,False,False,19/08/2021 7:07,4.880555556,19/08/2021 17:52,-5.881666667,day,63,19-Aug-2021,124.74913288271087
39,40,Bertha,143.6509632995769,-38.49237880041344,19/08/2021 13:00,127.1534643,176.9260638,False,False,19/08/2021 7:07,5.880555556,19/08/2021 17:52,-4.881666667,day,21,19-Aug-2021,63.0148460460148
40,41,Bertha,143.6517941005587,-38.49330760185296,19/08/2021 15:00,6.824801645,38.97969914,False,False,19/08/2021 7:07,7.880555556,19/08/2021 17:52,-2.881666667,day,63,19-Aug-2021,15.1044514818127
41,42,Bertha,143.6516256999369,-38.49327599896876,19/08/2021 16:00,14.49925706,35.52239924,False,False,19/08/2021 7:07,8.880555556,19/08/2021 17:52,-1.881666667,day,60,19-Aug-2021,10.210896972224747
42,43,Bertha,143.65169470044745,-38.493350299505856,19/08/2021 17:00,6.0229,44.32705554,False,False,19/08/2021 7:07,9.880555556,19/08/2021 17:52,-0.881666667,day,64,19-Aug-2021,17.35508360655958
43,44,Bertha,143.65174230027762,-38.49350210188052,19/08/2021 18:00,16.242,50.22442577,False,False,19/08/2021 7:07,10.88055556,19/08/2021 17:52,0.118333333,night,64,19-Aug-2021,17.216526102536882
44,45,Bertha,143.65180249966267,-38.493354398433794,19/08/2021 19:00,5.7236,56.19111187,False,False,19/08/2021 7:07,11.88055556,19/08/2021 17:52,1.118333333,night,62,19-Aug-2021,4.786767419481444
45,46,Bertha,143.65188529958516,-38.49341099701057,19/08/2021 21:00,23.35492421,69.98481449,False,False,19/08/2021 7:07,-10.11944444,19/08/2021 17:52,3.118333333,night,63,19-Aug-2021,88.61181903626593
46,47,Bertha,143.65287549972518,-38.4935888037542,19/08/2021 22:00,113.7063665,165.0476741,False,False,19/08/2021 7:07,-9.119444444,19/08/2021 17:52,4.118333333,night,30,19-Aug-2021,381.5261593292958
47,48,Bertha,143.64859560012567,-38.49429530034372,19/08/2021 23:00,265.6441159,245.1652719,False,False,19/08/2021 7:07,-8.119444444,19/08/2021 17:52,5.118333333,night,2,19-Aug-2021,91.48901584250119
48,49,Bertha,143.64909270004358,-38.492693902046625,20/08/2021 1:00,186.8885,173.0459845,False,False,20/08/2021 7:05,-6.096944444,20/08/2021 17:53,-16.89638889,night,2,20-Aug-2021,71.9553749774246
49,50,Bertha,143.6490491002253,-38.49204659570497,20/08/2021 2:00,199.3516874,190.6053918,False,False,20/08/2021 7:05,-5.096944444,20/08/2021 17:53,-15.89638889,night,6,20-Aug-2021,33.2318652335611
50,51,Bertha,143.64867129982923,-38.4920847974647,20/08/2021 3:00,195.4699586,197.1123069,False,False,20/08/2021 7:05,-4.096944444,20/08/2021 17:53,-14.89638889,night,5,20-Aug-2021,13.293158000908102
51,52,Bertha,143.64878209964652,-38.49216700166267,20/08/2021 4:00,183.6934035,168.8230339,False,False,20/08/2021 7:05,-3.096944444,20/08/2021 17:53,-13.89638889,night,6,20-Aug-2021,218.47535952254717
52,53,Bertha,143.6512309994325,-38.49257849716467,20/08/2021 5:00,36.28753517,75.05073717,False,False,20/08/2021 7:05,-2.096944444,20/08/2021 17:53,-12.89638889,night,24,20-Aug-2021,1.157083921431912
53,54,Bertha,143.65134789929877,-38.492509896337545,20/08/2021 16:00,46.60121346,87.56031547,False,False,20/08/2021 7:05,8.903055556,20/08/2021 17:53,-1.896388889,day,23,20-Aug-2021,3.4231683939890094
54,55,Bertha,143.65133939982735,-38.492540001900494,20/08/2021 17:00,11.2436,87.50341143,False,False,20/08/2021 7:05,9.903055556,20/08/2021 17:53,-0.896388889,day,22,20-Aug-2021,4.527285084631125
55,56,Bertha,143.65121599942512,-38.49261459742194,20/08/2021 20:00,7.97264335,76.27861853,False,False,20/08/2021 7:05,-11.09694444,20/08/2021 17:53,2.103611111,night,24,20-Aug-2021,7.994566207436186
56,57,Bertha,143.65121060004554,-38.492542703202474,20/08/2021 21:00,0.024,82.69420918,False,False,20/08/2021 7:05,-10.09694444,20/08/2021 17:53,3.103611111,night,23,20-Aug-2021,125.14418308601033
57,58,Bertha,143.6498634000751,-38.49292989707921,20/08/2021 22:00,125.1688963,62.3453183,False,False,20/08/2021 7:05,-9.096944444,20/08/2021 17:53,4.103611111,night,5,20-Aug-2021,92.91916355351317
58,59,Bertha,143.64816649980455,-38.490802101784624,21/08/2021 1:00,332.0484665,289.0415312,False,False,21/08/2021 7:04,-6.074444444,21/08/2021 17:54,-16.91083333,night,2,21-Aug-2021,98.50569334506146
59,60,Bertha,143.64845709945655,-38.49165959937098,21/08/2021 2:00,262.111368,223.1300031,False,False,21/08/2021 7:04,-5.074444444,21/08/2021 17:54,-15.91083333,night,1,21-Aug-2021,78.36092057860726
60,61,Bertha,143.64898170021576,-38.49223259991556,21/08/2021 3:00,200.1163098,172.6471752,False,False,21/08/2021 7:04,-4.074444444,21/08/2021 17:54,-14.91083333,night,6,21-Aug-2021,100.6589912705444
61,62,Bertha,143.6512504997447,-38.492563702605395,21/08/2021 5:00,3.306,36.55375027,False,False,21/08/2021 7:04,-2.074444444,21/08/2021 17:54,-12.91083333,night,24,21-Aug-2021,3.545165862668183
62,63,Bertha,143.6512368994136,-38.49259379756428,21/08/2021 6:00,1.2826,46.35834639,False,False,21/08/2021 7:04,-1.074444444,21/08/2021 17:54,-11.91083333,night,24,21-Aug-2021,121.2663786828593
63,64,Bertha,143.65185110041872,-38.4935737977339,21/08/2021 7:00,124.311949,61.93375138,False,False,21/08/2021 7:04,-0.074444444,21/08/2021 17:54,-10.91083333,night,69,21-Aug-2021,9.253908671774772
64,65,Bertha,143.65154449937017,-38.49334329579887,21/08/2021 11:00,87.44203568,19.52762792,False,False,21/08/2021 7:04,3.925555556,21/08/2021 17:54,-6.910833333,day,64,21-Aug-2021,26.566436935459915
65,66,Bertha,143.65126040022446,-38.49241239951902,21/08/2021 15:00,50.50298259,105.1407056,False,False,21/08/2021 7:04,7.925555556,21/08/2021 17:54,-2.910833333,day,19,21-Aug-2021,38.04437393545001
66,67,Bertha,143.6517619002967,-38.49297319738572,21/08/2021 17:00,41.9507,39.18746598,False,False,21/08/2021 7:04,9.925555556,21/08/2021 17:54,-0.910833333,day,55,21-Aug-2021,65.6185675503749
67,68,Bertha,143.65102070039433,-38.49287269614441,21/08/2021 18:00,67.07202825,77.62614611,False,False,21/08/2021 7:04,10.92555556,21/08/2021 17:54,0.089166667,night,23,21-Aug-2021,27.5186716827278
68,69,Bertha,143.64991869967355,-38.492389795967675,21/08/2021 22:00,193.2208628,177.439122,False,False,21/08/2021 7:04,-9.074444444,21/08/2021 17:54,4.089166667,night,9,21-Aug-2021,146.74955440435372
69,70,Bertha,143.65110710046554,-38.493325399204004,21/08/2021 23:00,58.32489813,63.66781478,False,False,21/08/2021 7:04,-8.074444444,21/08/2021 17:54,5.089166667,night,33,21-Aug-2021,140.0285324571805
70,71,Bertha,143.65270589950464,-38.49343690181232,22/08/2021 0:00,0.0,66.12834556,False,False,22/08/2021 7:03,-7.051666667,22/08/2021 17:55,-17.92527778,night,33,22-Aug-2021,380.42399980180585
71,72,Bertha,143.65610149966986,-38.495587096856184,22/08/2021 1:00,380.5229109,431.6669973,False,False,22/08/2021 7:03,-6.051666667,22/08/2021 17:55,-16.92527778,night,29,22-Aug-2021,51.323176752028424
72,73,Bertha,143.65552980046442,-38.49547800272697,22/08/2021 2:00,334.7911909,386.0645743,False,False,22/08/2021 7:03,-5.051666667,22/08/2021 17:55,-15.92527778,night,33,22-Aug-2021,108.74595575897315
73,74,Bertha,143.65485859974055,-38.49465250295942,22/08/2021 3:00,231.312897,284.8308892,False,False,22/08/2021 7:03,-4.051666667,22/08/2021 17:55,-14.92527778,night,10,22-Aug-2021,33.832063168071585
74,75,Bertha,143.6545062999009,-38.49452510118891,22/08/2021 4:00,198.1974159,261.9377295,False,False,22/08/2021 7:03,-3.051666667,22/08/2021 17:55,-13.92527778,night,11,22-Aug-2021,132.54656776534884
75,76,Bertha,143.65304540064346,-38.49485310232951,22/08/2021 5:00,160.0137298,227.5046573,False,False,22/08/2021 7:03,-2.051666667,22/08/2021 17:55,-12.92527778,night,28,22-Aug-2021,235.88822636456905
76,77,Bertha,143.6511895001673,-38.493307702305245,22/08/2021 6:00,22.794,54.81076005,False,False,22/08/2021 7:03,-1.051666667,22/08/2021 17:55,-11.92527778,night,56,22-Aug-2021,46.09087830660745
77,78,Bertha,143.6506661005749,-38.49169860367514,22/08/2021 10:00,115.89321,132.8543804,False,False,22/08/2021 7:03,2.948333333,22/08/2021 17:55,-7.925277778,day,6,22-Aug-2021,53.766096696107226
78,79,Bertha,143.65018179966503,-38.49258940108321,22/08/2021 12:00,99.1918,117.7091462,False,False,22/08/2021 7:03,4.948333333,22/08/2021 17:55,-5.925277778,day,9,22-Aug-2021,99.18347644567038
79,80,Bertha,143.6513173997489,-38.49254699642399,22/08/2021 13:00,8.2682,66.91733403,False,False,22/08/2021 7:03,5.948333333,22/08/2021 17:55,-4.925277778,day,23,22-Aug-2021,3.821453819859845
80,81,Bertha,143.6514187999603,-38.49243469698657,22/08/2021 17:00,36.34442686,95.4489786,False,False,22/08/2021 7:03,9.948333333,22/08/2021 17:55,-0.925277778,day,21,22-Aug-2021,36.33503569504601
81,82,Bertha,143.65102819983656,-38.492321099370685,22/08/2021 18:00,29.607462,110.2169851,False,False,22/08/2021 7:03,10.94833333,22/08/2021 17:55,0.074722222,night,21,22-Aug-2021,24.27321625895381
82,83,Bertha,143.64992439983808,-38.49220939580692,22/08/2021 22:00,113.1826044,158.1177041,False,False,22/08/2021 7:03,-9.051666667,22/08/2021 17:55,4.074722222,night,9,22-Aug-2021,377.9664672328585
83,84,Bertha,143.64676659950703,-38.48987829581756,22/08/2021 23:00,473.2372363,517.5785118,False,False,22/08/2021 7:03,-8.051666667,22/08/2021 17:55,5.074722222,night,16,22-Aug-2021,17.54227538979116
84,85,Bertha,143.64635709967902,-38.490226401574006,23/08/2021 2:00,512.8131802,513.9904686,False,False,23/08/2021 7:01,-5.028611111,23/08/2021 17:56,-15.93972222,night,11,23-Aug-2021,450.3177637389318
85,86,Bertha,143.6544251998948,-38.49528810029104,23/08/2021 4:00,347.2129318,383.1503834,False,False,23/08/2021 7:01,-3.028611111,23/08/2021 17:56,-13.93972222,night,16,23-Aug-2021,119.13924476487169
86,87,Bertha,143.65577310042724,-38.495460697318485,23/08/2021 5:00,422.8230595,476.8678115,False,False,23/08/2021 7:01,-2.028611111,23/08/2021 17:56,-12.93972222,night,33,23-Aug-2021,134.5435559858732
87,88,Bertha,143.6546027003505,-38.49467139863671,23/08/2021 6:00,288.8211681,344.2803586,False,False,23/08/2021 7:01,-1.028611111,23/08/2021 17:56,-11.93972222,night,11,23-Aug-2021,18.516422227731447
88,89,Bertha,143.6546048996804,-38.494504601777834,23/08/2021 7:00,274.8689433,330.491738,False,False,23/08/2021 7:01,-0.028611111,23/08/2021 17:56,-10.93972222,night,10,23-Aug-2021,170.66373461078916
89,90,Bertha,143.65291160006527,-38.49373470345338,23/08/2021 8:00,104.1705034,156.1547988,False,False,23/08/2021 7:01,0.971388889,23/08/2021 17:56,-9.939722222,day,31,23-Aug-2021,50.887790102216094
90,91,Bertha,143.65135589963933,-38.49310500240477,23/08/2021 11:00,31.2424434,17.04180884,False,False,23/08/2021 7:01,3.971388889,23/08/2021 17:56,-6.939722222,day,55,23-Aug-2021,20.678009151359817
91,92,Bertha,143.65134070010075,-38.49329089758118,23/08/2021 12:00,25.53785428,47.59578374,False,False,23/08/2021 7:01,4.971388889,23/08/2021 17:56,-5.939722222,day,57,23-Aug-2021,10.01067177890925
92,93,Bertha,143.6515356994211,-38.49319579508347,23/08/2021 14:00,11.08075094,79.33376999,False,False,23/08/2021 7:01,6.971388889,23/08/2021 17:56,-3.939722222,day,56,23-Aug-2021,32.558449801694685
93,94,Bertha,143.65187880011945,-38.493311196928495,23/08/2021 15:00,22.62037407,96.07373599,False,False,23/08/2021 7:01,7.971388889,23/08/2021 17:56,-2.939722222,day,59,23-Aug-2021,22.281099536034745
94,95,Bertha,143.65163500017647,-38.493370996386325,23/08/2021 16:00,13.184,116.782664,False,False,23/08/2021 7:01,8.971388889,23/08/2021 17:56,-1.939722222,day,66,23-Aug-2021,8.980229261288528
95,96,Bertha,143.651756700435,-38.49324049617463,23/08/2021 18:00,2.043000001,118.3181818,False,False,23/08/2021 7:01,10.97138889,23/08/2021 17:56,0.060277778,night,57,23-Aug-2021,7.53470392306323
96,97,Bertha,143.65180299943825,-38.49329779563303,23/08/2021 19:00,4.433,108.338719,False,False,23/08/2021 7:01,11.97138889,23/08/2021 17:56,1.060277778,night,63,23-Aug-2021,18.32979617247582
97,98,Bertha,143.65200159984002,-38.49324390336454,23/08/2021 20:00,17.90191832,87.85845859,False,False,23/08/2021 7:01,-11.02861111,23/08/2021 17:56,2.060277778,night,60,23-Aug-2021,11.48500480969209
98,99,Bertha,143.65180129981792,-38.49310959832267,23/08/2021 22:00,26.96112052,101.5329672,False,False,23/08/2021 7:01,-9.028611111,23/08/2021 17:56,4.060277778,night,57,23-Aug-2021,261.56417563931876
99,100,Bertha,143.6539820001713,-38.49472669533075,23/08/2021 23:00,0.0,162.8063474,False,False,23/08/2021 7:01,-8.028611111,23/08/2021 17:56,5.060277778,night,12,23-Aug-2021,164.49816201805666
100,101,Bertha,143.65554149994128,-38.4955597006889,24/08/2021 0:00,104.0259028,328.1241047,False,False,24/08/2021 7:00,-7.005277778,24/08/2021 17:57,-17.95444444,night,35,24-Aug-2021,30.913775774472985
101,102,Bertha,143.65612660017288,-38.495245401992555,24/08/2021 2:00,110.8163047,349.8730065,False,False,24/08/2021 7:00,-5.005277778,24/08/2021 17:57,-15.95444444,night,22,24-Aug-2021,45.984515083124144
102,103,Bertha,143.6556764999692,-38.495460997129875,24/08/2021 3:00,99.9037683,330.1448241,False,False,24/08/2021 7:00,-4.005277778,24/08/2021 17:57,-14.95444444,night,32,24-Aug-2021,51.723388943426805
103,104,Bertha,143.6551047006371,-38.495337802613705,24/08/2021 4:00,70.67381118,282.7305912,False,False,24/08/2021 7:00,-3.005277778,24/08/2021 17:57,-13.95444444,night,21,24-Aug-2021,133.17972165154535
104,105,Bertha,143.65499650055864,-38.49293980162135,24/08/2021 6:00,18.269,204.2760277,False,False,24/08/2021 7:00,-1.005277778,24/08/2021 17:57,-11.95444444,night,9,24-Aug-2021,103.30251490838832
105,106,Bertha,143.65159539974448,-38.492133998734346,24/08/2021 9:00,97.992,156.1050066,False,False,24/08/2021 7:00,1.994722222,24/08/2021 17:57,-8.954444444,day,12,24-Aug-2021,35.60725558439087
106,107,Bertha,143.65069059973936,-38.493201998716025,24/08/2021 13:00,100.9877024,180.8110535,False,False,24/08/2021 7:00,5.994722222,24/08/2021 17:57,-4.954444444,day,15,24-Aug-2021,39.956555292963685
107,108,Bertha,143.6502847998647,-38.492556597212754,24/08/2021 15:00,103.4147929,251.403678,False,False,24/08/2021 7:00,7.994722222,24/08/2021 17:57,-2.954444444,day,8,24-Aug-2021,29.647681097680856
108,109,Bertha,143.65130430046364,-38.49255589765092,24/08/2021 18:00,5.721,190.7570513,False,False,24/08/2021 7:00,10.99472222,24/08/2021 17:57,0.045555556,night,24,24-Aug-2021,17.26126379378803
109,110,Bertha,143.65116270046173,-38.4926645034727,24/08/2021 19:00,12.17727471,184.315327,False,False,24/08/2021 7:00,11.99472222,24/08/2021 17:57,1.045555556,night,24,24-Aug-2021,26.871242650797626
110,111,Bertha,143.65146089974388,-38.49260389617399,24/08/2021 20:00,19.36562855,148.7817455,False,False,24/08/2021 7:00,-11.00527778,24/08/2021 17:57,2.045555556,night,25,24-Aug-2021,201.00024630951341
111,112,Bertha,143.65347840025572,-38.49172950387554,24/08/2021 21:00,218.4473512,193.4629984,False,False,24/08/2021 7:00,-10.00527778,24/08/2021 17:57,3.045555556,night,2,24-Aug-2021,369.20635188060993
112,113,Bertha,143.65118620050453,-38.49452539935603,24/08/2021 22:00,213.068804,180.3222904,False,False,24/08/2021 7:00,-9.005277778,24/08/2021 17:57,4.045555556,night,30,24-Aug-2021,213.48353908741063
113,114,Bertha,143.65128210032066,-38.49260370275803,24/08/2021 23:00,3.47684244,123.5202053,False,False,24/08/2021 7:00,-8.005277778,24/08/2021 17:57,5.045555556,night,26,24-Aug-2021,4.677684250962904
114,115,Bertha,143.65123990003627,-38.49262969731176,25/08/2021 0:00,19.70449921,128.0120493,False,False,25/08/2021 6:58,-6.981944444,25/08/2021 17:58,-17.96888889,night,25,25-Aug-2021,59.77115885017435
115,116,Bertha,143.6545487002261,-38.494546799553966,25/08/2021 6:00,242.1022259,190.3857668,False,False,25/08/2021 6:58,-0.981944444,25/08/2021 17:58,-11.96888889,night,10,25-Aug-2021,83.10023420883103
116,117,Bertha,143.6554387998453,-38.494280195753696,25/08/2021 7:00,248.7092787,232.1749657,False,False,25/08/2021 6:58,0.018055556,25/08/2021 17:58,-10.96888889,day,4,25-Aug-2021,23.681895996787322
117,118,Bertha,143.6520119000968,-38.493618096331225,25/08/2021 20:00,130.4832096,73.90943246,False,False,25/08/2021 6:58,-10.98194444,25/08/2021 17:58,2.031111111,night,67,25-Aug-2021,1.1087397388755735
118,119,Bertha,143.65203039941892,-38.49363179575341,25/08/2021 22:00,231.2142592,67.23794948,False,False,25/08/2021 6:58,-8.981944444,25/08/2021 17:58,4.031111111,night,67,25-Aug-2021,31.112273913429554
119,120,Bertha,143.6527180994222,-38.493483098609275,26/08/2021 0:00,200.6831698,61.68294765,False,False,26/08/2021 6:57,-6.958333333,26/08/2021 17:59,-17.98333333,night,32,26-Aug-2021,213.58245343916298
120,121,Bertha,143.65458470013235,-38.494728101001485,26/08/2021 1:00,47.63081327,164.9367483,False,False,26/08/2021 6:57,-5.958333333,26/08/2021 17:59,-16.98333333,night,12,26-Aug-2021,46.22764220122172
121,122,Bertha,143.65572559998472,-38.49559809549115,26/08/2021 4:00,285.9194855,292.6674087,False,False,26/08/2021 6:57,-2.958333333,26/08/2021 17:59,-13.98333333,night,36,26-Aug-2021,27.04889724033717
122,123,Bertha,143.65593989954382,-38.49577419734815,26/08/2021 5:00,311.2843375,313.8264925,False,False,26/08/2021 6:57,-1.958333333,26/08/2021 17:59,-12.98333333,night,34,26-Aug-2021,5.114593594222338
123,124,Bertha,143.65599520023392,-38.495758895945976,26/08/2021 6:00,302.5042417,290.8848073,False,False,26/08/2021 6:57,-0.958333333,26/08/2021 17:59,-11.98333333,night,34,26-Aug-2021,486.105631312743
124,125,Bertha,143.65119159950152,-38.493539696953015,26/08/2021 7:00,308.0218966,182.5923372,False,False,26/08/2021 6:57,0.041666667,26/08/2021 17:59,-10.98333333,day,41,26-Aug-2021,15.176398462532383
125,126,Bertha,143.6525657001771,-38.49575100379775,27/08/2021 1:00,13.77802766,119.8007472,False,False,27/08/2021 6:56,-5.934166667,27/08/2021 17:59,-16.99777778,night,50,27-Aug-2021,247.51006229887983
126,127,Bertha,143.65015999961003,-38.49456900217161,27/08/2021 2:00,242.6912076,179.7726397,False,False,27/08/2021 6:56,-4.934166667,27/08/2021 17:59,-15.99777778,night,19,27-Aug-2021,89.63966608377612
127,128,Bertha,143.64914209943765,-38.494458797473705,27/08/2021 3:00,257.6558115,267.8698578,False,False,27/08/2021 6:56,-3.934166667,27/08/2021 17:59,-14.99777778,night,2,27-Aug-2021,342.90695503968846
